part_number,manufacturer,price_field,quantity_field
K,44X,832.81,9851280
R,00F,884.01,8034080
A,00G,845.41,8033780
C,00G,734.41,4322680
X,00G,845.41,8080680
A,00H,860.51,8101680
N,00K,924.41,8018880
R,00K,423.01,4322580
Y,00K,190.41,6678780
Q,00L,489.21,6678680
Z,00L,68.31,8018680
H,00P,188.11,6340280
J,00P,465.21,2419980
P,00P,845.41,8033780
Q,00P,681.71,8034080
R,00P,845.41,8080680
S,00P,860.51,8101680
T,00P,888.71,8018680
Y,00P,647.51,6340280
N,00R,543.41,1986780
Y,00R,625.21,8033980
Z,00R,625.21,8033680
A,00S,625.21,8081080
C,00S,201.91,8101480
G,00S,326.51,9587680
J,00S,480.51,8018880
2,02G,684.01,488780
9,02H,907.91,3409180
5,02J,337.91,4210880
X,03C,302.51,9531480
S,03E,554.11,6227180
T,03E,554.11,6226980
Z,03F,597.71,9531480
F,05S,351.31,150763
L,05S,649.71,150762
A,05Y,469.31,150500000
6,074,285.41,29480
7,079,693.01,3259280
1,07A,975.01,1653180
X,07A,740.81,3259280
1,07D,756.71,6529480
1,07H,79.41,5649280
4,07Y,550.31,156263
5,088,788.31,1508000000
7,089,521.11,150800000000
5,08E,270.21,962669
0,08F,840.91,962669
6,08F,40.61,962669
8,08H,804.31,8748780
5,133,1.91,151374
6,136,31.21,151374
9,136,6.81,151368
4,172,36.01,692588
8,175,11.21,90230000000
0,17G,331.01,9984080
1,17G,325.71,9972080
6,183,987.21,151864
6,188,448.52,151896
9,188,501.11,15180000
5,189,428.11,151899
7,189,607.21,8893880
3,18A,98.91,759280
8,18A,628.51,9685180
5,18C,66.21,703580
7,18G,697.61,9685180
2,255,679.71,152594
0,256,400.91,77980
9,257,478.11,15250
5,259,646.31,77980
K,25C,591.21,3305180
Q,25C,255.51,3305480
L,25F,704.21,3302980
Z,25F,146.61,4078480
E,25G,646.31,1846480
X,25G,215.61,7402180
Y,25G,53.21,7401980
Z,25G,215.61,7401580
2,25H,719.61,7401780
4,25H,736.71,7401880
Q,25H,255.51,3703880
R,25H,563.01,3703480
S,25H,255.51,3703980
T,25H,440.31,3703580
Y,25H,328.11,3303180
Z,25H,8.01,3305280
0,25J,646.31,78080
E,25K,646.31,886580
F,25K,568.81,3703680
G,25K,948.41,1118380
H,25K,182.91,1118380
K,25K,100.11,7660280
F,25L,328.11,1118880
9,25N,711.51,7401680
G,25N,357.31,9652280
P,25N,975.71,4859880
S,25N,31.81,1118380
1,25P,416.11,7402080
8,25P,288.81,157434
T,25P,360.91,8219580
Y,25P,711.71,7401980
Z,25P,945.31,7401580
5,25Q,810.51,3302680
6,25Q,712.61,1118380
7,25Q,802.81,1118380
A,25Q,419.01,7402180
C,25Q,777.11,7660280
C,25R,646.31,1847580
E,25R,385.11,7366480
S,25R,67.51,3545180
V,25R,646.31,3305080
W,25R,8.01,4871380
3,25T,914.61,7402080
E,25T,188.21,5915480
3,25V,472.41,3302880
4,25V,285.21,3302980
1,25W,8.01,3303080
5,25W,646.31,3302680
7,25W,646.31,3302680
G,25W,552.71,4737980
V,25W,482.31,4737980
2,25Y,328.11,7401680
3,25Y,733.61,7402080
4,25Y,992.21,3302780
1,25Z,925.21,7401780
3,25Z,148.31,7401880
6,285,296.61,152839
9,310,370.61,153125
1,312,142.21,153141
8,312,744.71,153141
9,312,531.31,153141
479,319,299.51,82835
7,362,190.11,1536000000
0,363,309.61,153685
1,363,360.71,153686
1,364,474.41,153690
5,377,343.21,153776
5,37C,643.81,580480
0,37E,482.21,6535080
3,383,144.61,153860
1,385,361.41,153866
5,385,214.81,153867
6,385,355.51,153868
7,385,383.31,153865
5,63L,319.01,302980
2,653,23.41,69920000000
5,658,78.41,644180
3,65V,963.51,191312
4,65X,103.71,8720480
9,661,169.01,156621
2,67C,973.61,15670
7,67C,601.61,9902080
8,67C,81.71,15670
5,689,306.81,8871980
3,70Q,791.41,4226780
R,732,242.41,157474
Z,732,760.21,157453
2,736,96.41,156494
3,736,99.81,156494
0,743,30.01,157461
1,743,780.21,157462
7,745,914.52,163665
A,74C,685.41,8082280
F,74C,679.91,7470680
L,74E,685.41,8083480
N,74E,907.81,6245280
N,74F,307.51,8079080
Z,74G,589.11,3545780
C,74H,868.41,3549980
E,74H,85.41,4242780
J,74H,136.71,9628480
N,74H,718.32,8557980
S,74H,389.31,8082280
T,74H,486.71,8079080
V,74H,616.31,8083480
K,74J,456.71,6245280
2,74P,418.61,175280
9,74W,362.01,6635780
2,74Y,432.51,8992880
6,74Y,723.11,6635880
W,79E,175.21,157421
5,79N,577.61,157434
6,79P,342.91,157434
Q,79Q,70.11,9411380
Z,79Q,27.91,6634580
A,79R,128.51,6634680
C,79R,376.71,6634880
6,01Z,609.91,5904480
0,062,101.31,9668080
13680,062,550.81,7824980
25580,062,498.61,5678180
25680,062,933.71,275680
30480,062,195.61,1579680
30580,062,928.01,2731080
30780,062,274.71,1579780
31080,062,772.41,7163380
31380,062,909.91,7163380
31480,062,981.21,7365280
31580,062,629.91,7707180
31680,062,903.21,8314480
31880,062,233.91,8314580
32080,062,614.41,90480
33780,062,853.51,2962780
33980,062,195.61,2020280
35780,062,250.21,6312080
35880,062,411.41,6247480
37780,062,870.71,8328280
38180,062,202.81,8328280
38680,062,908.31,4898880
38880,062,154.61,971889
39080,062,688.61,6521780
42080,062,570.81,6547280
44380,062,967.81,7988980
46480,062,357.11,8925780
48780,062,108.21,4247180
51780,062,103.11,1304180
53680,062,519.81,7236680
54380,062,262.91,9598280
56280,062,140.11,6094380
56380,062,570.01,5686980
56480,062,604.51,7857080
56580,062,570.41,7857180
57280,062,483.11,6257580
58180,062,267.91,8871980
59480,062,490.91,9960680
69280,062,9.71,822163
69380,062,544.52,6478480
69980,062,379.11,6661880
70080,062,403.41,6662380
70180,062,625.01,6661980
70480,062,229.91,6661680
70580,062,707.31,6662480
70680,062,559.31,6661580
70780,062,625.01,6662580
70880,062,675.11,6662880
70980,062,625.01,6662280
74080,062,402.61,6887980
75280,062,56.01,8981380
79480,062,635.01,6851780
8,062,112.01,160634
81780,062,178.71,9771580
86480,062,752.91,9239080
86680,062,911.71,9258180
87480,062,455.31,8219680
88080,062,448.71,9902180
89680,062,861.51,8209980
89780,062,50.21,7894180
90580,062,797.01,4178280
90980,062,781.91,3573880
91280,062,229.62,9900280
91480,062,251.71,3251480
91580,062,343.91,3251580
91880,062,925.51,3604680
92080,062,70.61,1667880
93180,062,181.02,1856280
93280,062,181.02,1856380
94580,062,682.91,5677880
96080,062,90.61,436209
96380,062,892.71,8379380
96580,062,934.61,8379480
96880,062,670.61,8195780
97380,062,714.91,9427880
97880,062,38.21,4073580
97980,062,755.91,9055380
0,063,389.11,160636
02680,063,303.91,6726480
03880,063,691.61,6305080
03980,063,938.31,6305280
06680,063,554.41,6719480
07780,063,982.21,7854980
07880,063,351.31,7854380
08280,063,160.81,7772980
08680,063,525.71,7857280
08780,063,609.01,8863080
08980,063,36.61,7784380
09180,063,766.51,7785080
09280,063,462.91,7773580
09580,063,720.81,7775780
09680,063,815.11,7785680
09780,063,773.62,8866080
09880,063,647.11,7855180
09980,063,978.81,8874880
10080,063,937.71,8880580
10180,063,699.11,8874380
10280,063,970.81,8880680
10380,063,408.51,8883480
10480,063,652.31,8873380
10580,063,32.21,8874480
10680,063,277.31,8881880
10780,063,74.61,8873480
10880,063,911.41,8874580
10980,063,227.11,7784280
11080,063,12.21,7774980
11180,063,924.41,8878580
11280,063,515.31,8878680
11380,063,718.61,8884380
11480,063,867.11,8874780
11680,063,97.61,8878780
11780,063,166.51,8874880
11880,063,620.71,8874980
11980,063,13.81,8875080
12080,063,560.31,8875180
12180,063,761.71,8884780
12280,063,712.21,2771880
12380,063,130.11,7788980
12480,063,558.31,8882080
12580,063,239.51,8875280
12680,063,215.51,8875380
12780,063,279.51,8880780
12880,063,547.91,7790580
12980,063,253.21,8878980
13080,063,628.81,6717980
13180,063,980.61,8884880
13280,063,958.71,8880880
13380,063,393.61,8883580
13480,063,982.51,8884580
13580,063,14.01,8879080
13680,063,299.71,8875580
13780,063,252.81,8883680
13880,063,503.81,7783580
13980,063,735.01,7789880
14080,063,710.61,8866280
14180,063,839.01,8883280
14280,063,34.31,8883880
14380,063,876.31,7777580
14480,063,629.31,8884980
14580,063,742.61,7854780
14680,063,443.71,8885080
14780,063,142.31,8882180
14880,063,848.21,8872580
14980,063,213.01,8875680
15080,063,599.91,8872680
15180,063,81.01,8882280
15280,063,706.51,8872780
15380,063,832.51,8875780
15480,063,328.01,8875880
15580,063,15.61,8875980
15680,063,87.71,7859280
15880,063,318.11,8872980
15980,063,734.31,7859480
16080,063,859.41,8876080
16180,063,98.11,8876180
16280,063,106.41,8876280
16380,063,804.41,8865680
16480,063,682.91,8883980
16580,063,101.51,7774680
16680,063,475.91,8882480
16780,063,165.81,8876380
16880,063,525.71,7858380
16980,063,879.31,8882580
17080,063,436.61,7781080
17280,063,773.61,8876580
17380,063,134.11,8881280
17480,063,178.01,8879380
17580,063,739.51,8876680
17680,063,354.11,8879480
17780,063,208.61,8881380
17880,063,245.01,8881480
17980,063,508.21,8882680
18080,063,454.61,8873780
18180,063,244.71,8876780
18280,063,414.61,8876880
18380,063,902.61,8876980
18480,063,29.11,8877080
18580,063,34.81,6720980
18680,063,286.61,8873980
18780,063,913.81,8874080
18880,063,19.01,8877280
18980,063,991.91,8877380
19080,063,939.51,8866380
19180,063,652.31,8877480
19280,063,779.91,8877580
19380,063,847.81,8883380
19480,063,776.71,8884080
19580,063,996.31,6719180
19680,063,266.41,7774580
19780,063,841.31,7780080
19880,063,108.71,8885180
19980,063,902.61,8882780
20080,063,178.91,8877680
20180,063,723.81,8877780
20280,063,697.51,8877880
20380,063,869.21,8885280
20480,063,524.71,8881580
20580,063,66.11,8885380
20680,063,116.61,7859980
20780,063,286.61,8872880
20880,063,512.71,8882880
20980,063,46.41,7781580
21080,063,606.41,8881680
21180,063,734.31,7858780
21280,063,254.91,8873280
21380,063,973.41,8878180
21480,063,803.91,8879580
21580,063,477.51,7782680
21680,063,846.21,8878280
21780,063,893.51,7855380
21880,063,260.31,7777080
21980,063,269.21,8879780
22080,063,588.71,8878380
22180,063,671.31,7858980
27080,063,662.31,6919380
30480,063,248.91,1639180
42480,063,513.31,6342380
47980,063,763.21,6348080
50080,063,758.81,6349980
50480,063,832.81,6350580
55080,063,110.41,6355180
55880,063,686.71,9337380
75580,063,389.11,6392680
75780,063,816.31,1429880
78680,063,460.61,7927580
78780,063,460.61,7927680
78880,063,460.61,7423080
79080,063,460.61,7423180
79180,063,460.61,7927580
79280,063,988.02,7423080
79380,063,293.71,7927680
79480,063,988.02,7423180
86080,063,685.61,3409780
89680,063,210.21,8751380
90280,063,643.81,7875380
93980,063,16.91,3695580
94280,063,20.81,1343680
94380,063,819.71,1343280
00380,064,951.01,7857180
00580,064,543.71,8863580
00780,064,187.61,6718880
00880,064,83.81,8863380
00980,064,939.71,8878280
01180,064,377.81,8878480
01380,064,39.81,8873080
01480,064,57.71,6717080
01680,064,388.21,6718880
01780,064,866.61,6722280
01980,064,156.71,6399580
03680,064,208.41,6403580
03780,064,206.51,6403580
03880,064,202.11,6403580
04080,064,208.41,6403580
04180,064,208.41,6403580
05980,064,498.31,9657180
06680,064,389.12,9093480
07180,064,867.91,8874580
07280,064,867.91,8874680
07980,064,326.41,9657380
08380,064,554.31,9657780
09880,064,121.81,7263480
11480,064,503.81,7187080
11680,064,225.11,9251880
15780,064,118.21,4838480
19380,064,247.31,6994980
19480,064,94.91,6994880
23680,064,808.31,9233980
26380,064,556.62,2769780
27080,064,365.31,7692680
27280,064,501.42,2884180
27680,064,474.71,8950580
27780,064,323.81,8950680
27880,064,232.91,8370580
27980,064,192.81,8370480
29680,064,898.91,7272080
29780,064,466.51,6429480
29880,064,466.51,7272080
36580,064,261.81,3981280
39480,064,460.61,7927780
39580,064,638.01,3217580
4,064,319.01,7008780
47980,064,917.41,3126980
49980,064,277.31,7246280
50380,064,381.51,9520580
51280,064,795.21,3497080
54980,064,63.71,4898380
55080,064,787.31,6973980
55780,064,478.71,845880
67880,064,854.71,8216580
68180,064,327.41,8217980
68280,064,251.91,8218080
69180,064,962.51,8579080
69280,064,292.21,8579180
69480,064,46.01,8579380
70080,064,993.61,8670080
70280,064,41.01,8579680
70380,064,882.51,8579480
70480,064,18.91,8599480
70580,064,18.91,8599580
726XT,064,461.21,9127180
76080,064,40.31,6269380
76280,064,161.51,6269480
76380,064,630.51,6265080
76480,064,205.61,6265180
76580,064,294.71,6265480
76680,064,102.11,6265280
76780,064,903.81,6265380
77380,064,878.01,5091580
77480,064,516.51,5091380
77580,064,993.91,5091580
77680,064,426.61,5094180
78080,064,389.91,5091780
78180,064,389.91,5091580
78380,064,389.91,5091580
79980,064,543.71,3127580
80080,064,593.01,3127380
80180,064,686.61,3127480
80480,064,581.51,8232480
81480,064,734.51,1981780
85880,064,907.31,8818580
85980,064,474.41,8818480
86180,064,261.31,1953280
86280,064,540.51,9109880
89280,064,71.41,3715780
91780,064,1.51,9240380
92580,064,779.71,168680
95280,064,558.51,7042980
97080,064,277.61,8947880
97280,064,360.51,7497380
97780,064,42.41,1583480
98480,064,940.41,9851280
01380,065,731.81,6265580
01880,065,268.71,6262480
01980,065,458.92,1266180
02080,065,260.61,6939880
02180,065,284.01,7940880
16280,065,677.21,437980
19180,065,458.92,7082380
26280,065,982.01,3124080
26380,065,894.31,3124180
26480,065,15.61,474704
28080,065,681.91,1241280
39280,065,140.01,1377980
405ZD,065,984.21,6857380
406ZD,065,984.21,6857280
47580,065,806.51,310380
48280,065,640.31,8818680
53980,065,976.81,5399180
55480,065,946.41,5399180
62480,065,373.11,6324880
62580,065,532.41,6324980
80180,065,750.71,7859080
01880,066,131.61,3749580
04280,066,253.41,8423380
07780,066,358.01,3693180
11880,066,370.11,7433880
12280,066,370.11,7433980
17880,066,425.21,7333980
18880,066,842.01,6430680
19280,066,960.41,7156380
19380,066,558.61,2855380
19480,066,287.31,2855480
19780,066,833.31,8509080
32580,066,540.21,9072080
33980,066,125.71,9859880
34080,066,551.31,1126980
34780,066,928.71,8509180
35080,066,996.11,41780
35480,066,474.71,8866880
35980,066,651.92,8557980
36580,066,516.11,8883780
43580,066,734.81,3735580
47580,066,722.01,2180580
47680,066,279.81,1636880
50880,066,598.71,2249180
51080,066,875.01,1376880
51180,066,82.31,3238180
51380,066,40.41,1677880
51780,066,465.81,4390480
51980,066,215.51,3126980
52380,066,10.91,1725680
52680,066,434.01,52880
53580,066,108.12,3687880
53880,066,109.12,3688180
56780,066,129.51,8005680
58580,066,226.81,7838080
58880,066,903.81,7311880
60280,066,11.11,9011780
60580,066,303.51,7687680
60780,066,54.51,143174
61080,066,74.01,7701680
62280,066,228.01,9948980
62680,066,951.61,8462580
64280,066,217.91,6664080
64380,066,217.91,6664180
64580,066,601.61,6926880
64680,066,134.31,6927480
64780,066,784.31,6927180
64880,066,40.01,6927580
65180,066,624.02,976380
65280,066,532.81,2741580
65380,066,399.81,2741480
65680,066,305.51,9879680
65980,066,239.11,6943080
66480,066,74.41,2596180
48880,068,673.11,7998080
49780,068,616.51,4149480
50180,068,512.81,7156880
51980,068,186.81,74180
55580,068,26.11,1180480
56280,068,77.41,7330080
57980,068,867.91,7331580
58180,068,619.81,7396980
58680,068,542.11,9242580
58780,068,4.41,8376480
59580,068,254.31,9895480
59680,068,139.31,9895680
59780,068,594.71,9895380
59880,068,729.01,9894980
64380,068,585.71,8995480
65680,068,937.72,462180
65780,068,794.82,462380
70980,068,873.51,6454880
71180,068,974.91,6454980
75080,068,968.52,7157080
76480,068,379.11,1145880
76580,068,538.91,1273080
78980,068,148.01,7746980
87780,068,893.11,1272780
94780,068,491.91,7344980
94980,068,823.61,5872580
95180,068,587.21,9879180
01980,069,741.31,9834180
02080,069,372.21,3814180
02180,069,978.31,3814080
02280,069,797.51,3803480
02780,069,146.41,9010480
03180,069,939.21,3092680
03280,069,41.51,3092780
07780,069,200.31,623680
07880,069,474.71,624480
07980,069,474.71,4986780
08080,069,474.71,4986680
08180,069,474.71,4986880
08280,069,474.71,8300080
08380,069,573.51,623580
08480,069,474.71,624980
08580,069,474.71,623680
08680,069,474.71,625080
08780,069,474.71,4986980
08880,069,48.51,9320880
08980,069,474.71,4986980
09080,069,474.71,4987280
09180,069,648.91,623580
09280,069,578.61,625680
11380,069,605.71,7395180
12280,069,69.71,8297780
13880,069,936.41,9862580
15980,069,125.41,7684080
16280,069,199.91,2008280
16480,069,156.41,3992980
16580,069,478.41,7938080
16780,069,156.41,7327680
16880,069,273.51,722980
17480,069,171.11,8296580
17780,069,634.81,8296680
17980,069,171.11,8296780
18180,069,634.81,8296880
18380,069,493.01,8296980
18580,069,390.61,8297080
20080,069,43.31,8326080
20480,069,474.71,5812880
20680,069,98.91,9574580
21280,069,381.01,8705480
21380,069,395.41,8705580
21480,069,200.21,8705680
21580,069,534.11,8705780
21680,069,427.51,8705880
21780,069,954.91,8705980
21880,069,982.01,8706080
22480,069,574.51,2616480
22580,069,574.51,2616480
24680,069,68.71,3665080
24880,069,612.01,6449680
24980,069,395.81,9259680
25080,069,187.81,9259780
25180,069,143.61,1472780
26180,069,450.92,462380
26280,069,421.92,462180
29880,069,474.71,2885080
34080,069,119.51,7683180
34280,069,868.41,3440680
35880,069,198.11,8957180
35980,069,223.11,3249580
36280,069,645.11,8427980
36380,069,645.11,8428080
36480,069,645.11,8428280
36580,069,840.41,7129880
39580,069,427.11,7129980
39680,069,314.41,7129980
39880,069,498.31,7130280
39980,069,292.01,7130380
40780,069,169.61,2587080
40880,069,169.61,2587280
40980,069,200.32,5323380
41480,069,78.11,9599380
41580,069,78.11,9599480
41680,069,78.11,9599280
45880,069,24.91,6946480
49580,069,714.11,8328280
49880,069,877.11,9087080
58580,069,31.91,7262680
58680,069,652.61,6863680
61180,069,886.21,8656380
61480,069,994.51,9792080
61580,069,578.91,5236880
67980,069,854.12,478580
68080,069,625.22,478280
68180,069,779.11,478380
68280,069,44.62,478480
68380,069,204.91,623480
68680,069,313.51,6996680
69380,069,810.71,3577880
80780,069,25.31,6980980
81080,069,36.01,6981280
81380,069,420.81,4216080
81780,069,895.21,6982280
81980,069,786.41,6982480
82680,069,122.11,6982780
95280,069,313.31,7743780
95980,069,221.61,2382680
96380,069,646.81,2382980
02980,070,666.51,6666780
03180,070,585.41,4183280
09080,070,22.11,5094080
09180,070,445.81,5093980
09280,070,59.11,5094180
09380,070,544.21,5093880
094K1,070,594.01,8579480
095K1,070,594.01,8579680
101K1,070,962.51,8579080
177K1,070,804.21,8579280
18380,070,818.21,9425880
21580,070,64.11,3416180
22580,070,757.51,7927580
22680,070,293.71,7927680
22780,070,120.71,7927780
22880,070,120.71,7423080
23080,070,757.51,7423180
25580,070,84.51,4148280
25680,070,67.51,5675880
27880,070,404.91,6325080
35880,070,610.91,805680
36580,070,14.11,7036380
38080,070,965.01,7497480
39280,070,607.32,9094280
42580,070,521.91,9119280
43380,070,116.31,1244380
61080,070,978.91,719480
70080,070,209.41,8752780
70580,070,479.41,180680
70780,070,231.31,180780
71080,070,245.41,181580
71280,070,200.11,181680
73580,070,652.11,1938680
74780,070,553.02,2383480
75080,070,278.31,2145380
75180,070,279.81,2145180
75280,070,279.81,2145280
75380,070,36.81,2145480
76880,070,612.81,4323880
76980,070,946.41,7829580
77080,070,612.81,4324180
77280,070,82.71,9791880
77380,070,873.81,1044080
77480,070,963.31,7116780
77580,070,700.31,62780
78780,070,639.91,9059080
78880,070,138.51,6514080
82580,070,653.11,4191280
82680,070,731.91,8493080
82880,070,731.91,8493180
83180,070,55.41,7863580
83280,070,922.11,1831780
83380,070,492.71,1582480
88480,070,870.41,1209680
88580,070,753.21,8924480
97580,070,449.41,9882980
00780,071,473.01,9881180
00880,071,61.01,9881280
01180,071,523.01,9881580
01280,071,112.51,9881680
01580,071,667.91,9881680
01980,071,630.71,3439180
04880,071,248.41,41980
06780,071,464.51,873480
06880,071,464.51,873780
06980,071,249.81,8756080
07980,071,52.51,8508880
08080,071,52.51,8508980
08680,071,245.01,8717080
13780,071,535.61,799280
14780,071,0.31,3385680
14880,071,654.12,7270980
15080,071,219.41,1043580
15180,071,55.51,4322180
15680,071,133.91,1043680
15980,071,669.81,8508680
19980,071,32.61,8508680
23980,071,193.11,7598380
24180,071,581.61,2787980
24480,071,611.61,2787980
26380,071,842.51,8903680
26480,071,439.81,8902380
39180,071,863.91,8213780
39280,071,644.21,8213580
39380,071,920.51,1172580
39480,071,210.71,6275080
41480,071,414.81,8297180
41580,071,634.81,8297280
41680,071,414.81,8297380
41780,071,366.41,8297480
41880,071,839.61,8297580
41980,071,737.21,8297680
42780,071,727.91,2637880
43480,071,32.11,2440080
43580,071,82.61,3696780
45580,071,664.61,3832380
47680,071,251.61,1393280
47980,071,864.81,1393380
48080,071,337.81,1393480
49280,071,942.01,8887480
49380,071,580.51,8040480
49480,071,187.91,7312480
49580,071,484.01,2529380
50180,071,76.51,9848680
51480,071,434.01,7897780
51880,071,465.31,9092180
52180,071,434.02,9091180
52280,071,434.01,310080
52380,071,402.62,9092080
52680,071,434.01,309880
52980,071,434.01,1063280
53180,071,223.62,9092080
53480,071,445.62,9092180
53680,071,504.71,7637980
53780,071,267.92,9091380
53880,071,434.01,309380
55580,071,434.02,9090880
56180,071,434.01,309180
82680,071,455.51,3562280
82980,071,252.41,8867680
86680,071,160.01,2742280
86780,071,390.31,2742380
87780,071,294.61,899380
87980,071,859.31,62880
88180,071,858.81,62980
88380,071,859.31,63080
88680,071,49.91,63180
90580,071,478.91,2067780
91580,071,778.41,2525980
96080,071,496.71,2173980
96480,071,345.51,2173880
96980,071,924.61,3838080
97780,071,958.31,6772580
97880,071,890.51,2788580
97980,071,941.01,2860180
98080,071,941.01,3174880
98180,071,20.41,6772580
98380,071,512.41,2788580
98480,071,774.61,2860180
98580,071,385.81,3174880
98980,071,636.71,2177680
99580,071,725.01,8478080
01080,072,725.01,8478180
02580,072,510.41,6877580
02980,072,892.41,3838280
03380,072,892.81,6991480
04580,072,346.11,3706480
04680,072,194.21,6308180
04880,072,486.51,3685580
05180,072,225.21,3695680
08980,072,957.22,7690480
09180,072,242.42,7691280
09780,072,242.41,1245880
11080,072,784.71,7823680
11280,072,784.71,7823780
11380,072,784.71,7823980
11480,072,784.71,7824180
13380,072,880.41,3383080
13780,072,880.91,3383180
15580,072,718.91,3111680
15680,072,889.81,3112580
15780,072,334.11,3108580
15880,072,67.61,3110380
15980,072,326.81,7172980
16080,072,173.91,7171880
16180,072,554.81,7171680
16280,072,834.21,3096280
19880,072,550.41,8870680
19980,072,940.41,8869580
20080,072,980.31,8869680
20180,072,820.01,8869780
20280,072,865.31,8869880
21280,072,521.51,9520980
21380,072,396.61,9521180
21480,072,865.41,9521380
27080,072,546.11,1848880
27180,072,629.11,1848980
27280,072,517.41,1849080
27380,072,605.21,1849180
27480,072,703.11,1849280
27580,072,723.11,1849380
27680,072,570.81,8870580
27780,072,517.41,1848280
